,loss,acc,val_loss,val_acc
0,0.6296590566635132,0.8508670330047607,0.9138534665107727,0.6421900391578674
1,0.5066640973091125,0.9930635690689087,0.935029149055481,0.6280193328857422
2,0.5056825280189514,1.0,0.9203635454177856,0.6370370388031006
3,0.4995266795158386,0.9976878762245178,0.9104321599006653,0.6415458917617798
4,0.49390697479248047,0.9988439083099365,0.9037831425666809,0.644444465637207
5,0.4946335256099701,1.0,0.8995988965034485,0.6457327008247375
6,0.49683985114097595,1.0,0.908586859703064,0.6367149949073792
7,0.4965549111366272,1.0,0.900885283946991,0.6447665095329285
8,0.4915563464164734,0.9988439083099365,0.8990472555160522,0.6454106569290161
9,0.5362264513969421,0.9687861204147339,0.9252252578735352,0.6425120830535889
10,0.5210089087486267,0.9884393215179443,0.9248275756835938,0.6466988921165466
11,0.5112380981445312,0.9965317845344543,0.9180094599723816,0.6479871273040771
12,0.5058497190475464,0.9965317845344543,0.9055407047271729,0.655716598033905
13,0.497627317905426,1.0,0.9098315238952637,0.6499195098876953
14,0.5045790076255798,0.9965317845344543,0.9143972396850586,0.6441223621368408
15,0.4974796175956726,0.9976878762245178,0.9060345888137817,0.6492753624916077
16,0.49490076303482056,1.0,0.9084922671318054,0.6454106569290161
17,0.4966636300086975,0.9976878762245178,0.9177241921424866,0.6354267597198486
18,0.5595121383666992,0.9352601170539856,0.8661376237869263,0.6908212304115295
19,0.5099831223487854,0.9965317845344543,0.8990365862846375,0.6634460687637329
20,0.5081928968429565,0.9976878762245178,0.8965541124343872,0.666022539138794
21,0.5036312341690063,1.0,0.8952165842056274,0.664412260055542
22,0.5024010539054871,0.9988439083099365,0.8960540890693665,0.6560386419296265
23,0.5009586215019226,0.9988439083099365,0.887671709060669,0.6666666865348816
24,0.5007514357566833,0.9988439083099365,0.8891177773475647,0.6628019213676453
25,0.499711275100708,0.9988439083099365,0.8850477337837219,0.6666666865348816
26,0.49461784958839417,1.0,0.8866810202598572,0.6647343039512634
27,0.5015742182731628,0.9838150143623352,0.870435357093811,0.6785829067230225
28,0.4959976375102997,0.9976878762245178,0.8923050761222839,0.6579710245132446
29,0.4971645176410675,0.9976878762245178,0.885835587978363,0.6631239652633667
30,0.49430155754089355,1.0,0.8918538093566895,0.6579710245132446
31,0.4953911602497101,1.0,0.8892546892166138,0.6615136861801147
32,0.49534496665000916,1.0,0.8865939378738403,0.6628019213676453
33,0.49352148175239563,1.0,0.8879541158676147,0.6611916422843933
34,0.4960578382015228,1.0,0.8912491798400879,0.6582930684089661
35,0.4918997585773468,1.0,0.8898091912269592,0.6592592597007751
36,0.6915046572685242,0.8705202341079712,0.7070224285125732,0.866022527217865
37,0.5305591225624084,0.9780346751213074,0.917389452457428,0.6544283628463745
38,0.5202338099479675,0.9976878762245178,0.9090253114700317,0.6621578335762024
39,0.5181108713150024,0.9884393215179443,0.9121734499931335,0.6576489806175232
40,0.5115169286727905,0.9965317845344543,0.9121519327163696,0.6544283628463745
41,0.5047726035118103,0.9988439083099365,0.9065343737602234,0.6537842154502869
42,0.5030857920646667,0.9988439083099365,0.9155016541481018,0.6454106569290161
43,0.5030022263526917,0.99190753698349,0.9161311388015747,0.6425120830535889
44,0.5021475553512573,0.9965317845344543,0.9133246541023254,0.643478274345398
45,0.5070646405220032,0.9826589822769165,0.8620145320892334,0.6885668039321899
46,0.49659499526023865,1.0,0.8904609084129333,0.6647343039512634
47,0.4990693926811218,0.9976878762245178,0.8893071413040161,0.6666666865348816
48,0.5012019872665405,1.0,0.9049028754234314,0.6524959802627563
49,0.49978137016296387,0.9988439083099365,0.8905866742134094,0.6634460687637329
50,0.4942089021205902,1.0,0.8912115097045898,0.6615136861801147
51,0.495700865983963,1.0,0.8915159106254578,0.6595813035964966
52,0.49648338556289673,1.0,0.8910990357398987,0.6595813035964966
53,0.49610528349876404,1.0,0.8923263549804688,0.6589372158050537
54,0.5228201746940613,0.9884393215179443,0.7510948777198792,0.8077294826507568
55,0.7487703561782837,0.8219653367996216,0.9054858684539795,0.6599034070968628
56,0.5245508551597595,0.9953756928443909,0.9197157025337219,0.6576489806175232
57,0.5224749445915222,0.9976878762245178,0.9157614707946777,0.6550724506378174
58,0.514606237411499,0.9988439083099365,0.9096101522445679,0.6541062593460083
59,0.5124054551124573,0.9930635690689087,0.9089776873588562,0.6537842154502869
60,0.5050758123397827,0.9988439083099365,0.9126725196838379,0.6454106569290161
61,0.5039063692092896,0.9988439083099365,0.902818500995636,0.6508856415748596
62,0.5018288493156433,0.9988439083099365,0.8916913270950317,0.6576489806175232
63,0.49622175097465515,0.9976878762245178,0.8936637043952942,0.6550724506378174
64,0.4977252781391144,0.9942196607589722,0.8614246845245361,0.6818035244941711
65,0.49593618512153625,1.0,0.8715294003486633,0.6679549217224121
66,0.4976612627506256,0.9976878762245178,0.8815256357192993,0.6582930684089661
67,0.49591606855392456,0.9988439083099365,0.8863092660903931,0.6512077450752258
68,0.49561360478401184,0.9988439083099365,0.886479914188385,0.6495974063873291
69,0.4925159811973572,1.0,0.884705126285553,0.6566827893257141
70,0.4943855106830597,1.0,0.8828012347221375,0.6570048332214355
71,0.4962000250816345,1.0,0.8812017440795898,0.655716598033905
72,0.49375686049461365,1.0,0.8813607096672058,0.6576489806175232
73,0.5344587564468384,0.973410427570343,0.8806096911430359,0.6618357300758362
74,0.5028928518295288,1.0,0.8918901681900024,0.6608695387840271
75,0.5095537304878235,0.9988439083099365,0.8823402523994446,0.664412260055542
76,0.5038231611251831,1.0,0.8694548606872559,0.6666666865348816
77,0.5006205439567566,1.0,0.8627408146858215,0.6698873043060303
78,0.49810591340065,1.0,0.8563154339790344,0.6682769656181335
79,0.4983619153499603,1.0,0.8524532914161682,0.6676328778266907
80,0.4961724579334259,1.0,0.8488665223121643,0.6673107743263245
81,0.4954618513584137,1.0,0.852739691734314,0.6599034070968628
82,0.4966094195842743,0.9988439083099365,0.8115131855010986,0.6801932454109192
83,0.4927993714809418,0.9988439083099365,0.8594210743904114,0.6772946715354919
84,0.49541017413139343,1.0,0.8315292000770569,0.6763284802436829
85,0.49251389503479004,0.9988439083099365,0.8129404783248901,0.6750402450561523
86,0.495190292596817,1.0,0.8107473254203796,0.6776167750358582
87,0.49498894810676575,1.0,0.8131972551345825,0.6772946715354919
88,0.49601688981056213,1.0,0.8144873976707458,0.6763284802436829
89,0.4950282871723175,1.0,0.8141812682151794,0.6750402450561523
90,0.4907222390174866,1.0,0.816100537776947,0.6747182011604309
91,0.5089003443717957,0.99190753698349,0.8356875777244568,0.6734299659729004
